"uid","domainID","siteID","plotID","date","night","eventID","setTraps","disturbedTraps","samplingEffort","samplingProtocol","identificationReferences","remarks","duplicateNightQF","missingRecordsPerBoutQF"
"079EB5AA3528454DB89AF53E55F4E934","D10","STER","STER_029","2014-06-22",1,"MAM.STER.2014.07",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"7031E8F48BA94E19B7BF79CE637809A7","D10","STER","STER_027","2014-06-22",1,"MAM.STER.2014.07",100,12,88,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"D2457F75BC6C4A9594171DBD35A1CC17","D10","STER","STER_027","2014-06-23",2,"MAM.STER.2014.07",100,17,83,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"40729B2D296141B5A11F4579BB623215","D10","STER","STER_029","2014-06-23",2,"MAM.STER.2014.07",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"9367D9484CE84E628F59330E0F05302A","D10","STER","STER_031","2014-06-23",2,"MAM.STER.2014.07",100,0,100,"NEON.DOC.000481vD","Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY.",,0,1
"D70324FA55894C8F9CA62CCBB9B579F4","D10","STER","STER_006","2014-08-18",1,"MAM.STER.2014.09",100,1,99,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"810D24D2968644B9953139224CA30BAE","D10","STER","STER_026","2014-08-18",1,"MAM.STER.2014.09",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"614EEDCAF85747D796C21366C654E44A","D10","STER","STER_028","2014-08-18",1,"MAM.STER.2014.09",100,1,99,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1,0
"CEA1849B26AA4625BE1808D741EB186B","D10","STER","STER_026","2014-08-19",2,"MAM.STER.2014.09",100,38,62,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"01D0EE3FD7FE4F7D9CCDE07800CC0BF1","D10","STER","STER_031","2014-08-19",1,"MAM.STER.2014.09",100,49,51,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1,0
"2908DB488D4447DC9097E01A9A72A744","D10","STER","STER_028","2014-08-19",2,"MAM.STER.2014.09",100,37,63,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"2F2AEFCB3769468CB4F1D4CAE1450938","D10","STER","STER_029","2014-08-19",1,"MAM.STER.2014.09",100,69,31,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1,0
"BAC72B16573745708BA2E4984FB46888","D10","STER","STER_027","2014-08-19",1,"MAM.STER.2014.09",100,5,95,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","Corrected data.",1,0
"60ECD4575DE5402B988B606C87353F7B","D10","STER","STER_006","2014-08-19",2,"MAM.STER.2014.09",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"4135FB68A019486EB4DB61D61090BCEA","D10","STER","STER_029","2014-08-20",2,"MAM.STER.2014.09",100,75,25,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"A8E6D0F414AE4EBBB1D1D16414971D1C","D10","STER","STER_006","2014-08-20",3,"MAM.STER.2014.09",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1,0
"C00640F8741A43889ED20DE9B29F24E0","D10","STER","STER_027","2014-08-20",2,"MAM.STER.2014.09",100,5,95,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"FA7FB16CE82F41F4A86C3EC4E4B23C6F","D10","STER","STER_028","2014-08-20",3,"MAM.STER.2014.09",100,27,73,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"6439A6D2285647329ED2CEEDAFE8F486","D10","STER","STER_031","2014-08-20",2,"MAM.STER.2014.09",100,73,27,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"A691E66ADF324A208E15BC8392466BBD","D10","STER","STER_026","2014-08-20",3,"MAM.STER.2014.09",100,25,75,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"1BD50BAC46434365B0D42C9FCF8094F8","D10","STER","STER_029","2014-08-21",3,"MAM.STER.2014.09",100,7,93,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,1,0
"0207AD20DA704C42A542422714E5A482","D10","STER","STER_026","2014-08-21",4,"MAM.STER.2014.09",100,30,70,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","High disturbance. ",0,0
"36B3CCA45DAA4FD8B32251BD8A1EC54D","D10","STER","STER_031","2014-08-21",3,"MAM.STER.2014.09",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"94F074178649414D9124DF3299B9DF9B","D10","STER","STER_027","2014-08-21",3,"MAM.STER.2014.09",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"9671060081284A4A8FDC6252AD541B50","D10","STER","STER_031","2014-10-14",1,"MAM.STER.2014.11",100,2,98,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"BD3B8E7D4A794D5496807618FF95B5A6","D10","STER","STER_006","2014-10-14",1,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"DCB067F4D74D424F9FF23EAE02240CB4","D10","STER","STER_026","2014-10-14",1,"MAM.STER.2014.11",100,1,99,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"04F9B6F701564D1C9AF0C246364AA5DA","D10","STER","STER_029","2014-10-14",1,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"63647CCB7CAA472E957A3B80DE68028C","D10","STER","STER_028","2014-10-14",1,"MAM.STER.2014.11",100,5,95,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"DDC30D5B33134E44A9340B10A6631EF8","D10","STER","STER_027","2014-10-14",1,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"A92973D082C14ED0BA2BC419975EB732","D10","STER","STER_006","2014-10-15",2,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"E8E7D8A7433945EDB12267258F72CA91","D10","STER","STER_026","2014-10-15",2,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"EA96CD2E382E4431A889642C5F10A54F","D10","STER","STER_029","2014-10-15",2,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"348D186598D3477A8E5B066C81A4B2E6","D10","STER","STER_031","2014-10-15",2,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY","No captures or trap disturbances. ",0,0
"4FABCC5FB7BD4B6CA1552BD11E452BC9","D10","STER","STER_027","2014-10-15",2,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"E8CAE76D7A93424D9AD499EB62BAB6BC","D10","STER","STER_028","2014-10-15",2,"MAM.STER.2014.11",100,1,99,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"0B7A349F444D401DB039390AC4A37E35","D10","STER","STER_027","2014-10-16",3,"MAM.STER.2014.11",100,2,98,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"F00BFB85FD0F46E8872B6B71E3B52813","D10","STER","STER_028","2014-10-16",3,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"710AA685B6F04036A80755D327AF5373","D10","STER","STER_026","2014-10-16",3,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"35E47E8554DF4C00AA512ACF4B8181B2","D10","STER","STER_031","2014-10-16",3,"MAM.STER.2014.11",100,2,98,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"C78D1B9CC9AA47DCA934F25420D84EA7","D10","STER","STER_029","2014-10-16",3,"MAM.STER.2014.11",100,1,99,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
"7FA7D45AA3A743D793135628494B769A","D10","STER","STER_006","2014-10-16",3,"MAM.STER.2014.11",100,0,100,"NEON.DOC.000481vD"," Reid, F. 2006. Peterson Field Guide to Mammals of North America. 4th Ed. Houghton Mifflin Company, New York, NY",,0,0
