"uid","domainID","siteID","plotID","trapCoordinate","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","date","eventID","individualID","taxonID","scientificName","taxonRank","identificationQualifier","identificationStatus","sex","reproductiveCondition","recapture","fate","replacedTag","lifeStage","testes","nipples","pregnancyStatus","vagina","hindfootLength","earLength","tailLength","totalLength","weight","bloodSampleID","bloodSampleMethod","fecalSampleID","fecalSampleCondition","earSampleID","hairSampleID","whiskerSampleID","voucherSampleID","measuredBy","recordedBy","remarks","consistencyTagIDSexQF","consistencyTagIDTaxonIDQF","consistencyTagIDLifeStageQF","orderTagIDRecaptureQF","orderTagIDLifeStageQF"
"541E3FF29E8149FBB6E875C09F03E954","D01","HARV","HARV_006","I7","deciduousForest",42.401805,-72.254333,"WGS84",,177.8,,"2014-04-30","MAM.HARV.2014.05","NEON.MAM.D01.0R0218","PELE","Peromyscus leucopus","species","cf. species"," ","F","R","N",,,"adult",,"enlarged","not","neither",20.0,14.0,82.0,,29.00,,,"HARV.20140430.R0218.F","fresh","HARV.20140430.R0218.E","HARV.20140430.R0218.H","HARV.20140430.R0218.H",,"CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","fxHgALBjvjgbVHgipACxg2Jb2N7wwp70",,0,0,0,-1,0
"673FB1C089D5472386309223A493A486","D01","HARV","HARV_021","H6","evergreenForest",42.451396,-72.251397,"WGS84",,204.8,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.O021H6","SOCI","Sorex cinereus","species",," ",,"N","N","dead",,,,,"not",,,,,,,,,,,,,,"HARV.20140520.O021H6.V","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,0,0,0,-1,0
"C0567827BF814FD49751AFAE555374AE","D01","HARV","HARV_021","J6","evergreenForest",42.451391,-72.251154,"WGS84",,205.8,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.O021J6","NAIN","Napaeozapus insignis","species",," ",,"N","Y","escaped",,,,,"not",,,,,,,,,,,,,,,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","Animal was a recapture, but escaped before tag # was recorded",0,0,0,-1,0
"1BE412F5530E4789B527F64E25800A8A","D01","HARV","HARV_021","A6","evergreenForest",42.451417,-72.252247,"WGS84",,201.5,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.O021A6","SOCI","Sorex cinereus","species",," ",,"N","N","dead",,,,,"not",,,,,,,,,,,,,,"HARV.20140520.O021A6.V","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,0,0,0,-1,0
"9C1AFDFAC8A24B398BF1925AD014DEE2","D01","HARV","HARV_021","H8","evergreenForest",42.451217,-72.251405,"WGS84",,204.0,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.126339","MYGA","Myodes gapperi","species",," ","F","R","N",,,"adult",,"enlarged","not","neither",18.0,,,,23.00,,"unsuccessful","HARV.20140520.126339.F","fresh","HARV.20140520.126339.E",,,,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,-1,0,0,-1,0
"667C43D9AAA8448F989CCE8B06E00672","D01","HARV","HARV_021","C4","evergreenForest",42.451591,-72.251996,"WGS84",,203.2,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.126326","MYGA","Myodes gapperi","species",," ","F","R","N",,,"adult",,"nonenlarged","pregnant","swollen",19.0,,,,27.00,"HARV.20140520.126326.B","mandibular","HARV.20140520.126326.F","fresh","HARV.20140520.126326.E",,,,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,0,0,0,-1,0
"E4CC756ECD46478BA98365A7A3ED899E","D01","HARV","HARV_021","A3","evergreenForest",42.451687,-72.252235,"WGS84",,202.7,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.0R0076","PEMA","Peromyscus maniculatus","species","cf. species"," ","M","N","N",,,"adult","nonscrotal",,,,20.0,15.0,80.0,,23.00,,"unsuccessful","HARV.20140520.R0076.F","fresh","HARV.20140520.R0076.E","HARV.20140520.R0076.H","HARV.20140520.R0076.H",,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,0,0,0,-1,0
"9C37AC2D48BA48259F17E67D6826AD48","D01","HARV","HARV_023","E10","evergreenForest",42.412556,-72.226182,"WGS84",,176.9,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.0L0027","PELE","Peromyscus leucopus","species","cf. species"," ","M","N","N",,"R","adult","nonscrotal",,,,21.0,14.0,82.0,,26.00,,"unsuccessful","HARV.20140520.L0027.F","fresh","HARV.20140520.L0027.E","HARV.20140520.L0027.H","HARV.20140520.L0027.H",,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","Right ear was ripped, possible recapture",0,1,0,-1,0
"A01DFC32EC0643E8A870D330F6FEB6AF","D01","HARV","HARV_021","C5","evergreenForest",42.451501,-72.252000,"WGS84",,202.8,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.126329","MYGA","Myodes gapperi","species",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",16.0,,,,27.00,"HARV.20140520.126329.B","mandibular","HARV.20140520.126329.F","old","HARV.20140520.126329.E",,,,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,0,0,0,-1,0
"C3560BE7261447A68B17E488CDE0117E","D01","HARV","HARV_023","E7","evergreenForest",42.412825,-72.226170,"WGS84",,176.9,,"2014-05-20","MAM.HARV.2014.06",,"OTHE","Mammalia sp.","class",," ",,"N","N","escaped",,,,,"not",,,,,,,,,,,,,,,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","Escaped before any identification was made",-1,-1,-1,-1,-1
"BBF1317A1E8F4718B508C84F47AE3FBA","D01","HARV","HARV_023","A6","evergreenForest",42.412927,-72.226651,"WGS84",,177.0,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.0R0227","PELE","Peromyscus leucopus","species","cf. species"," ","M","N","N",,,"juvenile","nonscrotal",,,,18.0,10.0,70.0,,19.00,"HARV.20140520.R0227.B","mandibular","HARV.20140520.R0227.F","fresh","HARV.20140520.R0227.E","HARV.20140520.R0227.H","HARV.20140520.R0227.H",,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","blood was drawn using subzygomatic method",0,0,0,-1,0
"C2FE32199071453E91B0567E2EB996D6","D01","HARV","HARV_023","A2","evergreenForest",42.413287,-72.226636,"WGS84",,177.0,,"2014-05-20","MAM.HARV.2014.06",,"PESP","Peromyscus sp.","genus","cf. species"," ",,"N","N","escaped",,,,,"not",,,,,,,,,,,,,,,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I",,-1,-1,-1,-1,-1
"65B54EEB47AC4FF7BDE54B992DFB985A","D01","HARV","HARV_021","D5","evergreenForest",42.451498,-72.251879,"WGS84",,203.3,,"2014-05-20","MAM.HARV.2014.06","NEON.MAM.D01.O021D5","MYGA","Myodes gapperi","species",," ","M","R","N",,,"adult","scrotal",,,,16.0,,,,29.00,,"unsuccessful","HARV.20140520.O021D5.F","fresh","HARV.20140520.O021D5.E",,,,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","Tried to tag MYGA several times, but attempts were unsuccessful",0,0,0,-1,0
"95B916B950804BCA9D4A030A22DDD2AD","D01","HARV","HARV_023","H9","evergreenForest",42.412637,-72.225814,"WGS84",,176.9,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0R0301","TAST","Tamias striatus","species",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",35.0,,,,100.00,,,,,,,,,"fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,0,0,0,-1,0
"05E76CC4AED94180B166447783BC3EAF","D01","HARV","HARV_023","E8","evergreenForest",42.412735,-72.226174,"WGS84",,176.9,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0L0027","PELE","Peromyscus leucopus","species","cf. species"," ","M","N","Y",,,"adult","nonscrotal",,,,19.0,14.0,82.0,,22.00,,,,,,,,,"fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,0,1,0,-1,0
"79A61B88FB784D03B4E259335A78AE8F","D01","HARV","HARV_021","G6","evergreenForest",42.451399,-72.251518,"WGS84",,204.3,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.126339","MYGA","Myodes gapperi","species",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",15.0,,,,22.00,,,"HARV.20140521.126339.F","fresh",,,,,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,-1,0,0,-1,0
"693084F59C82404A815134ED1BCCB576","D01","HARV","HARV_023","D2","evergreenForest",42.413278,-72.226271,"WGS84",,177.0,,"2014-05-21","MAM.HARV.2014.06",,"SOCI","Sorex cinereus","species",," ","M","R","N",,,"adult","scrotal",,,,,,,,,,,,,,,,,"fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv",,-1,-1,-1,-1,-1
"1470620EC9FB436A8EC67E04F8774E6A","D01","HARV","HARV_021","I10","evergreenForest",42.451034,-72.251291,"WGS84",,203.6,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0R0341","PEMA","Peromyscus maniculatus","species","cf. species"," ","F","N","N",,,"juvenile",,"nonenlarged","not","neither",11.0,10.0,65.0,,14.00,,"unsuccessful","HARV.20140521.R0341.F","fresh","HARV.20140521.R0341.E","HARV.20140521.R0341.H","HARV.20140521.R0341.H",,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","scarring on tail",0,0,0,-1,0
"E7689DBA653C46BBA5576B1858D46C53","D01","HARV","HARV_021","B2","evergreenForest",42.451774,-72.252110,"WGS84",,203.5,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0R0149","PELE","Peromyscus leucopus","species","cf. species"," ","F","N","N",,,"juvenile",,"nonenlarged","not","neither",20.0,12.0,67.0,,14.00,"HARV.20140521.R0149.B","mandibular","HARV.20140521.R0149.F","fresh","HARV.20140521.R0149.E","HARV.20140521.R0149.H","HARV.20140521.R0149.H",,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,0,0,0,-1,0
"B0354F3BFFFE4658908A156A7007414C","D01","HARV","HARV_021","A2","evergreenForest",42.451777,-72.252231,"WGS84",,203.0,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0R0165","PEMA","Peromyscus maniculatus","species","cf. species"," ","F","N","N",,,"adult",,"nonenlarged","not","neither",12.0,13.0,90.0,,27.00,,"unsuccessful","HARV.20140521.R0165.F","fresh","HARV.20140521.R0165.E","HARV.20140521.R0165.H","HARV.20140521.R0165.H",,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,0,0,0,-1,0
"49B7309F351A4DE5A2B560C34CFE0A0C","D01","HARV","HARV_021","A8","evergreenForest",42.451237,-72.252255,"WGS84",,200.7,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0R0163","PELE","Peromyscus leucopus","species","cf. species"," ","M","N","N",,,"juvenile","nonscrotal",,,,19.0,9.0,60.0,,15.00,"HARV.20140521.R0163.B","mandibular","HARV.20140521.R0163.F","fresh","HARV.20140521.R0163.E","HARV.20140521.R0163.H","HARV.20140521.R0163.H",,"pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,0,0,0,-1,0
"E5B21A76AD3948B19C9EA15E911A2121","D01","HARV","HARV_023","A1","evergreenForest",42.413377,-72.226634,"WGS84",,177.0,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0R0035","PELE","Peromyscus leucopus","species","cf. species"," ","F","R","N","dead",,"adult",,"enlarged","pregnant","neither",19.0,12.0,80.0,,35.00,"HARV.20140521.R0035.B","mandibular","HARV.20140521.R0035.F","old","HARV.20140521.R0035.E","HARV.20140521.R0035.H","HARV.20140521.R0035.H","HARV.20140521.R0035.V","fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","Blood collected by subzygomatic method. Animal was lethargic during processing, showed no sign of recovery, and was euthanized.",0,0,0,-1,0
"168AE8E56D4544A4AAEFA12489E0FCBC","D01","HARV","HARV_023","J7","evergreenForest",42.412811,-72.225563,"WGS84",,176.9,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.421677","NAIN","Napaeozapus insignis","species",," ","M","N","Y",,,"adult","nonscrotal",,,,31.0,,,,23.00,"HARV.20140521.421677.B","mandibular","HARV.20140521.421677.F","old",,,,,"fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","bled using subzygomatic technique",0,0,0,-1,0
"1FF7C2A111D24EE895D793E10D72754F","D01","HARV","HARV_023","I3","evergreenForest",42.413173,-72.225668,"WGS84",,177.0,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.0R0303","PEMA","Peromyscus maniculatus","species","cf. species"," ","M","R","Y",,,"adult","scrotal",,,,21.0,12.0,,,29.00,,"unsuccessful","HARV.20140521.R0303.F","fresh",,"HARV.20140521.R0303.H","HARV.20140521.R0303.H",,"fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","No blood collected. Tried subzygomatic stick, but blood dispersed into fur",0,0,0,-1,0
"D6EC1D019393490BA5095D3A1516B30F","D01","HARV","HARV_021","A10","evergreenForest",42.451057,-72.252263,"WGS84",,199.9,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.021A10","SOCI","Sorex cinereus","species",," ",,"N","N","dead",,,,,"not",,,,,,,,,,,,,,"HARV.20140521.021A10.V","pBFUDKSIh66fRG57EpVl0AXKWDrxCS8y","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,0,0,0,-1,0
"0ACEB5CF9142496A9C3352001280BEC5","D01","HARV","HARV_023","A4","evergreenForest",42.413107,-72.226643,"WGS84",,177.0,,"2014-05-21","MAM.HARV.2014.06","NEON.MAM.D01.126358","NAIN","Napaeozapus insignis","species",," ","M","N","N",,,"adult","nonscrotal",,,,32.0,,,,22.00,"HARV.20140521.126358.B","mandibular",,,"HARV.20140521.126358.E",,,,"fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","blood collected by subzygomatic method",0,0,0,-1,0
"B7956CCA6562468F80D11CC766B3DD3A","D01","HARV","HARV_023","J10","evergreenForest",42.412541,-72.225575,"WGS84",,176.9,,"2014-05-21","MAM.HARV.2014.06",,"PESP","Peromyscus sp.","genus","cf. species"," ",,"N","N","escaped",,,,,"not",,,,,,,,,,,,,,,"fxHgALBjvjinGx8zsnIY2hG+7ZX+N5gK","CxQbJXcjrJ0KLWrLIRFS9g0YlaRXiauv","Escaped before full identification was made",-1,-1,-1,-1,-1
"E34183A4F0CD498982EE37888C036771","D01","HARV","HARV_021","J5","evergreenForest",42.451481,-72.251150,"WGS84",,206.3,,"2014-05-22","MAM.HARV.2014.06","NEON.MAM.D01.O021J5","SOCI","Sorex cinereus","species",," ",,"N","N",,,,,,"not",,,,,,,,,,,,,,,"zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,0,0,0,-1,0
"495A550440094AEFB25FCB2991BF791C","D01","HARV","HARV_008","A9","deciduousForest",42.443042,-72.225600,"WGS84",,242.9,,"2014-05-22","MAM.HARV.2014.06","NEON.MAM.D01.0R0033","TAST","Tamias striatus","species",," ","M","N","N",,,"adult","nonscrotal",,,,32.0,,,,106.00,,,"HARV.20140522.R0033.F","old","HARV.20140522.R0033.E",,,,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8",,0,0,0,-1,0
"4CEE62EFCE19499BA5D1AD9B6685B28D","D01","HARV","HARV_021","G8","evergreenForest",42.451220,-72.251526,"WGS84",,203.5,,"2014-05-22","MAM.HARV.2014.06","NEON.MAM.D01.126339","MYGA","Myodes gapperi","species",," ","F","N","Y",,,"adult","nonscrotal",,,,18.0,,,,22.00,,,"HARV.20140522.126339.F","old",,,,,"zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,-1,0,0,-1,0
"D6B5C6700F744DD5BBA77D9C957420C3","D01","HARV","HARV_023","C1","evergreenForest",42.413371,-72.226391,"WGS84",,177.0,,"2014-05-22","MAM.HARV.2014.06","NEON.MAM.D01.126295","NAIN","Napaeozapus insignis","species",," ","F","N","N",,,"adult",,"nonenlarged","not","neither",30.0,,,,20.00,"HARV.20140522.126295.B","mandibular",,,"HARV.20140522.126295.E",,,,"zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","fxHgALBjvjgbVHgipACxg2Jb2N7wwp70","blood collected by subzygomatic stick",0,0,0,-1,0
"6AD9E78D400B4DD38671C62F731F2BB1","D01","HARV","HARV_021","J1","evergreenForest",42.451841,-72.251137,"WGS84",,208.0,,"2014-05-22","MAM.HARV.2014.06","NEON.MAM.D01.0L0130","NAIN","Napaeozapus insignis","species",," ","F","N","Y",,,"adult",,"nonenlarged","not","neither",30.0,,,,23.00,,"unsuccessful","HARV.20140522.L0130.F","old","HARV.20140522.L0130.E",,,,"zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","Right ear torn from possible previous tag ripped out",0,0,0,-1,0
"F99F7C81BBBB44CA88CEE629C1D5F3E9","D01","HARV","HARV_008","D4","deciduousForest",42.443483,-72.225215,"WGS84",,242.8,,"2014-05-22","MAM.HARV.2014.06","NEON.MAM.D01.0L0043","PELE","Peromyscus leucopus","species","cf. species"," ","M","R","Y",,,"adult","scrotal",,,,19.0,15.0,80.0,,26.00,,"unsuccessful","HARV.20140522.L0043.F","fresh",,"HARV.20140522.L0043.H","HARV.20140522.L0043.H",,"Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF","bx2IzDOX0PRWxL2qYNwW0cIx2hiD7oH8","mandibular blood draw attempted, but blood dispersed into fur and could not be collected. recorder emccarthy@field-ops.org, handler ehardiman@field-ops.org",0,0,0,-1,0
"D861031D13914DD48F3742AE5E6AFBCC","D01","HARV","HARV_021","D4","evergreenForest",42.451588,-72.251875,"WGS84",,203.7,,"2014-05-22","MAM.HARV.2014.06","NEON.MAM.D01.0R6910","PEMA","Peromyscus maniculatus","species","cf. species"," ","M","N","N",,,"adult","nonscrotal",,,,20.0,10.0,80.0,,23.00,"HARV.20140522.R6910.B","mandibular","HARV.20140522.R6910.F","fresh","HARV.20140522.R6910.E","HARV.20140522.R6910.H","HARV.20140522.R6910.H",,"zODC+zTh3jdHKFo7lDoQcuNYRkWsGu3I","Py+ZzXoQAhNiZLMUhePVy0KW1AyjvubF",,0,0,0,-1,0
